         12317905 function calls (12276807 primitive calls) in 15.128 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 core.py:1613(__invert__)
        5    0.000    0.000    0.000    0.000 version.py:69(__lt__)
       22    0.000    0.000    0.000    0.000 lines.py:596(get_markevery)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
       14    0.000    0.000    0.000    0.000 _mathtext.py:2284(get_state)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 __init__.py:2188(_setup_new_guiapp)
       22    0.000    0.000    0.000    0.000 markers.py:288(get_marker)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:2079(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 pathlib.py:260(compile_pattern)
        1    0.000    0.000    0.000    0.000 rrule.py:1112(_iterinfo)
        1    0.000    0.000    0.000    0.000 core.py:5117(Forward)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1094(_cache_bytecode)
        1    0.000    0.000    0.000    0.000 core.py:896(_MaskedUnaryOperation)
        8    0.000    0.000    0.000    0.000 _base.py:3006(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:2613(Word)
        1    0.000    0.000    0.000    0.000 offsetbox.py:571(DrawingArea)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        6    0.000    0.000    0.000    0.000 transforms.py:1030(minposx)
        1    0.000    0.000    0.000    0.000 backend_qt.py:631(<listcomp>)
       20    0.000    0.000    0.000    0.000 fromnumeric.py:1862(_nonzero_dispatcher)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 _internal.py:559(_Stream)
        2    0.000    0.000    0.000    0.000 __init__.py:98(get_projection_class)
        1    0.000    0.000    0.000    0.000 collections.py:1521(EventCollection)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        2    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
       10    0.000    0.000    0.000    0.000 gridspec.py:75(get_geometry)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:910(Barbs)
       24    0.000    0.000    0.000    0.000 backend_bases.py:639(flipy)
       18    0.000    0.000    0.000    0.000 text.py:256(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.001    0.001 ElementTree.py:36(_get_py3_cls)
       12    0.000    0.000    0.000    0.000 patches.py:2171(<genexpr>)
        2    0.000    0.000    0.000    0.000 pathlib.py:865(parent)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 ticker.py:1311(EngFormatter)
        2    0.000    0.000    0.000    0.000 transforms.py:808(null)
        1    0.000    0.000    0.000    0.000 ticker.py:1462(PercentFormatter)
        1    0.000    0.000    0.000    0.000 _enums.py:115(<listcomp>)
        6    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'PySide6.QtWidgets.QWidget' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
       22    0.000    0.000    0.000    0.000 markers.py:282(get_joinstyle)
        1    0.000    0.000    0.000    0.000 _formlayout.py:418(FormDialog)
       11    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        2    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        2    0.000    0.000    0.000    0.000 results.py:436(<listcomp>)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        2    0.000    0.000    0.000    0.000 dataclasses.py:549(<dictcomp>)
        1    0.000    0.000    0.000    0.000 art3d.py:359(PathPatch3D)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 patches.py:1843(Arc)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 collections.py:1859(TriMesh)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
        1    0.000    0.000    0.000    0.000 extras.py:1465(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 pathlib.py:875(parents)
        2    0.000    0.000    0.000    0.000 {method 'resize' of 'PySide6.QtWidgets.QWidget' objects}
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:453(_get_xdg_cache_dir)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 ticker.py:1933(MaxNLocator)
        1    0.000    0.000    0.000    0.000 core.py:4591(PrecededBy)
        1    0.000    0.000    0.000    0.000 dates.py:643(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _formlayout.py:389(FormTabWidget)
        2    0.000    0.000    0.000    0.000 _base.py:538(<listcomp>)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(cumsum)
        1    0.000    0.000    0.000    0.000 core.py:4757(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 numeric.py:2131(identity)
        1    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2863(_Mode)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        3    0.000    0.000    0.000    0.000 fontconfig_pattern.py:147(_value)
        4    0.000    0.000    0.000    0.000 core.py:4753(_generateDefaultName)
        7    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 patches.py:1132(Wedge)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        6    0.000    0.000    0.000    0.000 transforms.py:1041(minposy)
        1    0.000    0.000    0.000    0.000 patches.py:1801(Circle)
        1    0.000    0.000    0.000    0.000 widgets.py:234(SliderBase)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        2    0.000    0.000    0.000    0.000 {method 'size' of 'PySide6.QtGui.QResizeEvent' objects}
        7    0.000    0.000    0.000    0.000 dataclasses.py:305(__set_name__)
        6    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 transforms.py:2341(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 core.py:134(Diagnostics)
        1    0.000    0.000    0.000    0.000 patches.py:1282(FancyArrow)
        1    0.000    0.000    0.000    0.000 Image.py:185(Transpose)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.000    0.000 cm.py:29(__getattr__)
        4    0.000    0.000    0.000    0.000 core.py:3304(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:5044(__init__)
        8    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
       22    0.000    0.000    0.000    0.000 markers.py:336(get_path)
        2    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:2578(BboxTransformTo)
        2    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 function_base.py:2092(vectorize)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        8    0.000    0.000    0.000    0.000 core.py:5456(postParse)
        2    0.000    0.000    0.000    0.000 {method 'topLeft' of 'PySide6.QtCore.QRect' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:368(_make_selector)
        1    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        4    0.000    0.000    0.000    0.000 text.py:1104(set_fontweight)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        2    0.000    0.000    0.000    0.000 {method 'raise_' of 'PySide6.QtWidgets.QWidget' objects}
       11    0.000    0.000    0.000    0.000 dataclasses.py:438(_field_assign)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:942(source_to_code)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:835(items)
        1    0.000    0.000    0.000    0.000 spines.py:513(Spines)
        2    0.000    0.000    0.000    0.000 __init__.py:2059(__init__)
        4    0.000    0.000    0.000    0.000 core.py:3379(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        3    0.000    0.000    0.000    0.000 colors.py:1517(Norm)
        1    0.000    0.000    0.000    0.000 patches.py:2125(_Style)
        1    0.000    0.000    0.000    0.000 core.py:5554(Suppress)
        1    0.000    0.000    0.000    0.000 core.py:29(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:2524(CloseMatch)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1132(Char)
        2    0.000    0.000    0.014    0.007 _mathtext.py:2299(math_string)
       11    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
        2    0.000    0.000    0.000    0.000 std.py:1300(fp_write)
        1    0.000    0.000    0.000    0.000 transforms.py:2637(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:315(StubImageFile)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        4    0.000    0.000    0.000    0.000 __init__.py:1683(sanitize_sequence)
        4    0.000    0.000    0.000    0.000 core.py:4862(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 core.py:450(DebugActions)
        1    0.000    0.000    0.000    0.000 widgets.py:2490(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:133(__getattr__)
        1    0.000    0.000    0.000    0.000 backend_qt.py:135(_allow_super_init)
        1    0.000    0.000    0.000    0.000 Image.py:3231(register_open)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 backend_qt.py:83(<dictcomp>)
        8    0.000    0.000    0.000    0.000 figure.py:72(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:3297(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3308(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 zipfile.py:2171(CompleteDirs)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:370(PngStream)
        1    0.000    0.000    0.000    0.000 enum_sig.py:77(ExactEnumerator)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:592(LZMACompressor)
        2    0.000    0.000    0.000    0.000 cm.py:135(__iter__)
        3    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        1    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 geo.py:256(AitoffTransform)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 colors.py:1012(ListedColormap)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(unravel_index)
        1    0.000    0.000    0.000    0.000 __init__.py:412(PercentStyle)
        8    0.000    0.000    0.000    0.000 {built-in method unicodedata.category}
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 backend_tools.py:703(ToolZoom)
        1    0.000    0.000    0.000    0.000 patches.py:632(Shadow)
        1    0.000    0.000    0.000    0.000 axis.py:529(Ticker)
        4    0.000    0.000    0.000    0.000 util.py:223(<listcomp>)
       13    0.000    0.000    0.000    0.000 dataclasses.py:374(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 dates.py:1235(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 core.py:693(add_condition)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:111(remove)
        2    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        8    0.000    0.000    0.000    0.000 {built-in method math.copysign}
        1    0.000    0.000    0.000    0.000 image.py:1031(NonUniformImage)
       12    0.000    0.000    0.000    0.000 scale.py:79(limit_range_for_scale)
